Course Title	Restrictions	Prerequisites	Descriptions
ANTH*3840 Seminar in Anthropology Fall and Winter (LEC: 3) [0.50]	NONE	Prerequisite(s): 10.00 credits including (ANTH*2160, ANTH*2180), SOAN*2120	This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available.
ANTH*3850 Seminar in Anthropology Fall and Winter (LEC: 3) [0.50]	NONE	Prerequisite(s): 10.00 credits including (ANTH*2160, ANTH*2180), SOAN*2120	This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available.
ANTH*3950 Special Projects in Anthropology Summer, Fall, and Winter (LEC: 3) [0.50]	Restriction(s): Instructor consent required. Please note, a student is allowed a total of 1.00 credits only for reading courses.	Prerequisite(s): 10.00 credits	This special study option/reading course is designed to provide advanced undergraduates with an opportunity to explore independently the frontiers and foundations of a field of knowledge. Under supervision, the student will study in greater depth topics related to regular upper-level courses offered in the department which the student has taken or is taking. Permission of the instructor who will be supervising the study is required.
ANTH*4300 Anthropological Issues Fall Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 12.50 credits including ANTH*3690, SOAN*3070	Current issues and future trends in the discipline of socio-cultural anthropology will provide the subject matter of this variable content course. This course is meant to provide an opportunity for socio-cultural anthropology majors to consider the latest developments in the sub-discipline. Course topics will be announced and course outlines will be available at course selection time.
ANTH*4440 Culture, Rights and Development Winter Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 12.50 credits including (1 of ANTH*3690, IDEV*2000, IDEV*2300, ONEH*3000), (1 of GEOG*2260, POLS*2650, IDEV*2100, SOAN*2120)	This course examines the theoretical and practical problems associated with respecting local cultures while also respecting human dignity universally. Various definitions of 'development' will be explored in terms of how they reflect cultural values and global inequalities.
ANTH*4540 Seminar in Anthropology Fall and Winter (LEC: 3) [0.50]	NONE	Prerequisite(s): 12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070	This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available.
ANTH*4550 Topics in the Anthropology of Health Fall Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 12.50 credits including (1 of ANTH*3690, IDEV*2000, IDEV*2300, ONEH*3000), (1 of GEOG*2260, POLS*2650, IDEV*2100, SOAN*2120, SOAN*3070)	This seminar focuses on the anthropological analyses of medical and health issues among current and past populations. The course is based on case studies. It will provide students with a grounding in the theoretical approaches appropriate to anthropological considerations of issues relating to health.
ANTH*4640 Seminar in Anthropology Fall and Winter (LEC: 3) [0.50]	NONE	Prerequisite(s): 12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070	This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available.
ANTH*4700 Issues in Contemporary Anthropological  Theory Winter Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 12.50 credits including ANTH*3690, SOAN*3070	This course critically examines current anthropological theories, which may include post-structuralism, post-modernism, neo-Marxism and processual approaches. Attention may also be given to the theoretical and political implications of constructionism and calls for ethnographic reflexivity.
ANTH*4740 Seminar in Anthropology Fall and Winter (LEC: 3) [0.50]	NONE	Prerequisite(s): 12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070	This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available.
ANTH*4840 Seminar in Anthropology Fall and Winter (LEC: 3) [0.50]	NONE	Prerequisite(s): 12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070	This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available.
ANTH*4880 Special Projects in Anthropology Summer, Fall, and Winter (LEC: 3) [0.50]	Restriction(s): Instructor consent required. Please note, a student is allowed a total of 1.00 credits only for reading courses.	Prerequisite(s): 12.50 credits	This special study/reading course option is designed to provide advanced undergraduates with an opportunity to explore independently the frontiers and foundations of a field of knowledge. Under supervision, the student will study in greater depth topics related to regular upper-level courses offered in the department which the student has taken or is taking. Permission of the instructor who will be supervising the project is required.
